audio_file,text,language,speaker,source_file,gender,source_type
008890.wav,यह फिल्म बच्चन जी की एकलौती ब्लैक एण्ड व्हाइट फ़िल्म थी।,hi,unknown,sample_8958,,real
011520.wav,"the economic embargo against that country, and the general policy of the United States with regard to Cuba.",en,LJSpeech_single_speaker,LJ044-0207.wav,,real
002999.wav,दोघी घरोघरी काम करुन आपला उदरनिर्वाह चालवीत होत्या.,mr,unknown,,female,real
003197.wav,"and creeping out into the garden at the back, climbed the wall, and got into the street.",en,LJSpeech_single_speaker,LJ011-0289.wav,,real
017424.wav,इन रिपोर्टों में ड्रोनों के प्रकार और उनके लक्ष्य के बारे में अधिक ब्योरा नहीं दिया गया है।,hi,unknown,sample_17554,,real
003377.wav,"वहां पर वे जापान इंडस्ट्रीयल रिलेशनस, लेवर डिस्प्यूट एंड लेवर लॉज एंड लेबर प्रैक्टिस इत्यादि का अध्ययन करेंगे ।",hi,unknown,sample_3400,,real
005986.wav,आपल्या राजांची गाडी या आपल्या सावंतवाडिच्या महाराजांच्या शेजारी बसून आलीस तू दुसऱ्यानं माहिती पुरवली.,mr,unknown,,male,real
001656.wav,"There was a disturbance in the transport yard yesterday evening, and the police were called in.|There was a disturbance in the transport yard yesterday evening, and the police were called in.",en,LJSpeech_single_speaker,LJ006-0238.wav,,real
006546.wav,शत्रुघन ने अपना बैंक खाता व एटीएम कार्ड नंबर और फोन पर आया ओटीपी शेयर किया,hi,unknown,sample_6592,,real
002346.wav,सामान्य माणसाने ते ऐकले असते तर त्याला कैकेयीचा रागच आला असता.,mr,unknown,,female,real
014426.wav,"जितने भी राजनीतिक दर्शन हैं वे आज तक उन्होंने ही स्थापित और परिभाषित किए हैं, सुकरात और अरस्तू को लेकर माक्र्स और गांधी तक।",hi,unknown,sample_14537,,real
021871.wav,यह उद्धरण {१६६१-६२}{सोलह सौ इकसठ बासठ} में औरंगज़ेब द्वारा एक जोगी को लिखे पत्र का अंश है |,hi,unknown,sample_22035,,real
015996.wav,"फ्यूजन फोल्क्स संगीत, नृत्य और अन्य सभी कला रूपों को बढ़ावा देने के लिए बनाया गया एक ट्रस्ट है।",hi,unknown,sample_16117,,real
014079.wav,"आयतुल्लाह मिस्बाह यज़्दी ने एक और महान धर्मगुरु जिनसे वर्षों ज्ञान व परिज्ञान प्राप्त किया है, वह आयतुल्लाह तक़ी बहजत थे।",hi,unknown,sample_14187,,real
000925.wav,कुछ मामले में विनिवर्तन संलक्षण गंभीर हो सकता है और जीवन के लिए खतरनाक भी तथा व्यक्ति को चिकित्सीय देख रेख की आवश्यकता पड़ सकती है|,hi,unknown,sample_932,,real
017932.wav,यही नहीं बाबा राम देव और टीम अन्ना भी खण्डूड़ी के लिये अपनी पूरी ताकत झौंके हुये थी।,hi,unknown,sample_18064,,real
005405.wav,त्याच देशात भांड्यांचा व्यापार करणारा आणखी एक व्यापारी होता.,mr,unknown,,male,real
012638.wav,"It is clear that at the time of the shots in Dallas, Agent Clinton J. Hill leaped to the President's rescue as quickly as humanly possible.",en,LJSpeech_single_speaker,LJ049-0045.wav,,real
010549.wav,"Pic and his wife would have been happy to have kept Lee, however,",en,LJSpeech_single_speaker,LJ040-0115.wav,,real
019091.wav,"किताब का नाम दि पेरिल्स ऑफ बीइंग मोडेरेट्ली फेमस है, जिसका प्रकाशन पेंगुइन इंडिया करेगा और अगले साल यह पाठकों के लिए उपलब्ध होगी।",hi,unknown,sample_19233,,real
005120.wav,प्रो. अहमद ने उसे रोका| उन्होंने समझाया कि जंतु अपने आवास में प्रसन्न रहते हैं| हमें उनको परेशान नहीं करना चाहिए| माधवजी ने समझाया कि कुछ जंतु एवं पौधे एक क्षेत्र विशेष में पाए जाते हैं|,hi,unknown,sample_5156,,real
012738.wav,शास्त्रों के अनुसार जो व्यक्ति प्रतिदिन शिवपूजन के बाद इस प्रकार त्रिपुण्ड्र बनाता है उसे जीवन में सबकुछ प्राप्त हो जाता है।,hi,unknown,sample_12837,,real
008114.wav,"प्रदूषणामुळे पर्यावरण विस्कळीत झाले आहे, म्हणून प्रदूषण होण्याची कारणे शोधा.",mr,unknown,,male,real
003847.wav,"After this Mrs. Manning changed her dress and went off in a cab to O'Connor's lodgings,",en,LJSpeech_single_speaker,LJ014-0082.wav,,real
005704.wav,जागरण करून करून बागडलो मित्रांच्या ओसरीवर,mr,unknown,,male,real
005564.wav,"अभेद्य चौकट अश्रुंची, चित्र पुराणे माझे आई",mr,unknown,,male,real
009169.wav,Euins stated that he could not ascertain the man's race and that the statement in the affidavit was intended to refer only to the white spot on the man's head,en,LJSpeech_single_speaker,LJ034-0203.wav,,real
008913.wav,"तुझ्या पोटातलं थोडस पाणी पितो आम्ही, पण तशीच सावली ही देतो तुला.",mr,unknown,,male,real
011977.wav,"that an individual presents a significant danger to the life of the President, his name is placed in a ""trip index file""",en,LJSpeech_single_speaker,LJ046-0176.wav,,real
007958.wav,"त्यावर विष्णूंनी त्यांना समजावले, बलाढ्य राक्षस माझी भक्ती करून जास्त बलाढ्य होतात हे खरे.",mr,unknown,,male,real
002262.wav,या महापुरुषाचा जीवन वृत्तांत खरोखरच ऐकण्याजोगा आहे.,mr,unknown,,female,real
021364.wav, वक्फ मैनुअल में हुए संशोधन के मुताबिक वक्फ अलल् औलाद के मायने खत्म हो चुके हैं।,hi,unknown,sample_21520,,real
010005.wav,"Captain Fritz produced the selective service card bearing the name ""Alek J. Hidell.""",en,LJSpeech_single_speaker,LJ038-0123.wav,,real
011962.wav,Many of these cases were not investigated by PRS.,en,LJSpeech_single_speaker,LJ046-0161.wav,,real
006527.wav,मैग्नेशियम के फीते को हवा में जलाने पर मैग्नेशियम ऑक्साइड बनता है यह हमें मालूम है|,hi,unknown,sample_6573,,real
001639.wav,बरेच जण थांबत थांबत चढत होते तर काहीजण सारखे पाणी पीत होते.,mr,unknown,,female,real
017695.wav,"इसका अर्थ यह है कि कोई दी गई अंजीर जाति केवल इसके ‘साथी’ बर्र की जाति से ही परागित हो सकती है, बर्र की दूसरी जाति से नहीं|",hi,unknown,sample_17825,,real
008386.wav,"हे रानफूल सात्त्विक सौंदर्याने, गुणगंधाने नटताना पाहून त्याला का धन्य वाटणार नाही.",mr,unknown,,male,real
007634.wav,"As the centuries passed the mounds into which the city had turned grew higher and higher with the ruins of the huts later built upon them,",en,LJSpeech_single_speaker,LJ028-0376.wav,,real
003993.wav,मग इथल्या मुलांना कुणी शिकवायचं आणि परदेशातील लोक तरी कितीसे क्लासिकल गातात.,mr,unknown,,female,real
017577.wav,भारत की स्वतंत्रता के पश्चात् देश के सामने मुख्य चुनौती उसकी बढ़ती हुई जनसंख्या के लिए पर्याप्त आहार उत्पादन करना था|,hi,unknown,sample_17707,,real
006549.wav,And three other justices agreed with him.,en,LJSpeech_single_speaker,LJ023-0095.wav,,real
019159.wav,पादप प्रजनन कार्यक्रम अत्यंत सुव्यवस्थित रूप से पूरे विश्व के सरकारी संस्थानों तथा व्यापारिक कंपनियों द्वारा चलाए जाते हैं|,hi,unknown,sample_19302,,real
010767.wav,नवीन गावातल्या शाळेचे मित्र मात्र त्याला इतके स्मार्ट वाटत नसत.,mr,unknown,,female,real
014386.wav,इसके बाद रॉलिंस और एम्ब्रोज ने स्ट्रोमैन को रिंग के बाहर धक्का दिया।,hi,unknown,sample_14497,,real
004457.wav,त्यांच्यातला किडा काढायचो तळहातावर ठेउन मुठ बंद केली की त्याच्या गुदगुल्या अनुभवायचो.,mr,unknown,,female,real
001135.wav,"हजरत नेमत उल्लाह वली कराहल श्योपुर, बाबा बदख्शानी राजगढ़, दरगाह नाहर शाह वली खजराना इंदौर नाम शामिल है।",hi,unknown,sample_1143,,real
011387.wav,"वह बहुत छटपटाया, बहुत गिड़गिड़ाया परंतु मौसी टस-से-मस नहीं हुईं| उसने मेरे पास भी बहुत पैरवी की परंतु कोई लाभ नहीं हुआ|",hi,unknown,sample_11472,,real
004103.wav,"The course of the swindlers was by no means smooth, but it was not till 1854 that suspicion arose that anything was wrong.",en,LJSpeech_single_speaker,LJ015-0002.wav,,real
001681.wav,and capable of becoming most dangerous weapons in the hands of desperate and determined men.,en,LJSpeech_single_speaker,LJ006-0263.wav,,real
008239.wav,क्या आपका मित्र आपकी पीठ देख सकता है? एक परिक्रमा करने में आपने कितने घूर्णन पूरे किए?,hi,unknown,sample_8300,,real
020663.wav,इस कुत्सित साजिश की राष्ट्रवादी शक्तियों ने विरोध किया तो उन पर सामाजिक खाई पैदा करने का आरोप लगाया गया,hi,unknown,sample_20818,,real
000434.wav,"and the prison, although wives and children resided within the walls, was not overcrowded.",en,LJSpeech_single_speaker,LJ002-0249.wav,,real
019290.wav,न्यायमूर्ति बी पी धर्माधिकारी और न्यायमूर्ति स्वप्ना जोशी ने दोषियों द्वारा उनकी मौत की सजा पर रोक लगाने की याचिका को स्वीकार किया,hi,unknown,sample_19433,,real
000224.wav,"अलजेब्रा, ट्रिग्नोमेट्री एवं कैलकुलस का जन्म भी गौरवमय देश भारत में ही हुआ।",hi,unknown,sample_225,,real
020386.wav,शहर के कई इलाकों में बैरिकेडिंग भी कराई गई है ताकि फ्लीट गुजरने में किसी प्रकार की अड़चन न आने पाए।,hi,unknown,sample_20541,,real
007392.wav,"शर्लिन की डाइट में चिकन, मछली, दालें, बाजरा रोटी, सलाद, और फल आदि शामिल होते हैं.",hi,unknown,sample_7448,,real
007928.wav,No arrangements were made for police or building custodians,en,LJSpeech_single_speaker,LJ029-0151.wav,,real
020459.wav,"क्या जल एक असीमित संसाधन है ? प्रकृति में विभिन्न संसाधनों की उपलब्धता की दृष्टि से, प्राकृतिक संसाधनों को व्यापक रूप से दो वर्गों में बाँटा जा सकता है|",hi,unknown,sample_20614,,real
000686.wav,"सबसे अधिक निराशावादी नजरिया डीएसपी मेरिल लिंच के विश्लेषकों, ज्योतिवर्धन जयपुरिया और आनंद कुमार का है।",hi,unknown,sample_690,,real
005073.wav,बेल को भी पारी की शुरूआत में जीवनदान मिला जब एलेस्डेयर इवांस की गेंद पर उनकी पगबाधा की अपील खारिज हो गई।,hi,unknown,sample_5109,,real
015099.wav,पुरातत्वविदों ने शहर के अंदर की तथा वहाँ से बाहर जाने वाली सड़कों का अध्ययन किया है|,hi,unknown,sample_15215,,real
002716.wav,"and suffered in the usual way in front of Newgate, with the additional penalty of decapitation, as traitors, after they had been hanged.",en,LJSpeech_single_speaker,LJ010-0125.wav,,real
018444.wav,इस संघर्ष में शिवाजी महाराज ने मुगल सरदार दाऊद खान को पराजित किया । ,hi,unknown,sample_18581,,real
008767.wav,पहले ही समय हो चुका है हो सकता है कि वह देर से चल रही हो।,hi,unknown,sample_8835,,real
007662.wav,"नारदमुनी, आपण आलात, छान झालं, आता तुम्हीच मला मार्ग दाखवा, आमचं संकट निवारण करा.",mr,unknown,,male,real
016038.wav,कहा कि भ्रष्ट नेताओं और अधिकारियों से जो पैसा आएगा उससे लोन की ब्याज देने का काम किया जायेगा,hi,unknown,sample_16159,,real
009846.wav,आदर्श जीवन के लिए हमें कभी भी किसी भूखे को खाना खिलाने और प्यासे को पानी पिलाने से मना नहीं करना चाहिए,hi,unknown,sample_9921,,real
009780.wav,आपके शरीर को व्यायाम और सब्जियों व फलों की जरूरत हमेशा रहती है,hi,unknown,sample_9855,,real
016165.wav,क्या आपको लगता है कि पैदल डाक व्यवस्था पूरे उपमहाद्वीप में संचालित की जाती होगी|,hi,unknown,sample_16287,,real
006607.wav,"अगर इंटरनेट ब्रॉडबैंड नेटवर्क के माध्यम से प्राप्त हो रहा है, तो इसे ब्रॉडबैंड टेलीफोनी और ब्रॉडबैंड फोन कहते हैं|",hi,unknown,sample_6653,,real
009632.wav,त्यानेही तामिळमध्येच रामायण रचनेला प्रारंभ केला.,mr,unknown,,male,real
013031.wav,यह पशु मेला राज्य स्तर का मेला है जिसमें समीपवर्ती प्रान्तों से भारी संख्या में पशु एवं व्यापारी भाग लेते हैं,hi,unknown,sample_13133,,real
019841.wav,यह पृष्ठ अल्स्टर वॉलंटीयर फोर्स लेख के सुधार पर चर्चा करने के लिए वार्ता पन्ना है।,hi,unknown,sample_19989,,real
000629.wav,"सत्यकाम नम्रपणे म्हणाला, `सांगावे भगवन्.’",mr,unknown,,female,real
007940.wav,"इस अवसर पर होने वाले धर्मानुष्ठानों में मूर्ति की पूजा, राज्य के अश्व की पूजा, तथा भैंसों और अन्य जानवरों की बलि सम्मिलित थी|",hi,unknown,sample_7999,,real
006245.wav,बेहतर होगा कि आप बॉस को संबोधित करते हुए माफी का पत्र लिखें।,hi,unknown,sample_6287,,real
002884.wav,एक बार तो संताजी घोरपड़े और विठोजी चव्हाण ने औरंगजेब की छावनी पर अचानक आक्रमण किया और उसके खेमे के ऊपर लगा सोने का कलश काटकर ले गए ।,hi,unknown,sample_2903,,real
008455.wav,कालिदास कृत महान संस्कृत ग्रंथ अभिज्ञान शाकुंतलम में राजा दुष्यंत और उनकी पत्नी शकुंतला के जीवन के बारे में उल्लेख मिलता है।,hi,unknown,sample_8518,,real
007470.wav,"त्याने पाहिले, तेव्हा कूत्तन, स्वतः रचलेल्या रामायणाच्या पोथीचा, स्वाहाकार करत होता.",mr,unknown,,male,real
009792.wav,"धर्म ,उत्पीड़ित मनुष्य की आह है, हृदयहीन विश्व का हृदय है और निष्प्राण स्थितियों की आत्मा है",hi,unknown,sample_9867,,real
001996.wav,"put a quid of tobacco into his mouth, and offered another to his companion, who refused it with indignation",en,LJSpeech_single_speaker,LJ008-0027.wav,,real
000727.wav,"I saw Cashman a few hours before his execution, smoking and drinking with the utmost unconcern and indifference, end quote.",en,LJSpeech_single_speaker,LJ003-0204.wav,,real
006155.wav,पण बाळासाहेब ठाकरे यांनी जे पुण्य महाराष्ट्राच्या मातीत पेरले त्यास विषारी फळे येणार नाहीत.,mr,unknown,,male,real
004806.wav,"but to which additions are sometimes made, chiefly of stimulants, if deemed necessary, by the medical officer of the jail.",en,LJSpeech_single_speaker,LJ016-0396.wav,,real
003080.wav,एक वक्तव्य में मंत्री ने कहा है कि हरियाणा के लोग चौटाला की मानसिकता को जानते हैं।,hi,unknown,sample_3100,,real
008002.wav,उपर्युक्त प्रयोग में हमने विद्युत धारा की दिशा और चुंबकीय क्षेत्र की दिशा दोनों की ओर ध्यान दिया और ऐसा दिखाई दिया की बल की दिशा इन दोनों के लंबवत हैं|,hi,unknown,sample_8061,,real
010604.wav,तिला चांगले वाटावे म्हणून बागेतून काडया-पाने गोळा करुन तिच्यासाठी छानसे घरटेही तयार केले.,mr,unknown,,female,real
007139.wav,"These, therefore, may well be called backboned animals.",en,LJSpeech_single_speaker,LJ027-0059.wav,,real
002447.wav,In 1832,en,LJSpeech_single_speaker,LJ009-0160.wav,,real
013318.wav,नारियल के तेल या यहां तक कि जैतून का तेल लगाने से आपके शरीर को अधिक फर्टाइल बनाने में मदद मिलेगी,hi,unknown,sample_13422,,real
000368.wav,"whilst Ludgate, the Giltspur Street, and Borough Compters also received them",en,LJSpeech_single_speaker,LJ002-0183.wav,,real
012035.wav,"or an organized group, other than specific threats, which suggested a source of danger against which timely precautions could be taken.",en,LJSpeech_single_speaker,LJ046-0234.wav,,real
008774.wav,"कपड़े या बोरे का रेशा अक्सर थ्रेशर के धुरे में लिपट जाता है,जिससे हाथ भी खींचकर अन्दर चला जाता है",hi,unknown,sample_8842,,real
008510.wav,कई वर्षों के कठिन परिश्रम के बाद गेहूं की ऐसी किस्में विकसित कीं जिनकी वजह से पैदावार कई गुना ज्यादा होने लगी,hi,unknown,sample_8573,,real
004958.wav,जिससे अब विश्वास सा होने लगा है कि सूक्ष्मजीव भी आहार के रूप में स्वीकार्य हो जायेंगे|,hi,unknown,sample_4993,,real
005145.wav,"He lived at Hackney, but he never reached it alive.",en,LJSpeech_single_speaker,LJ018-0008.wav,,real
011300.wav,"While there are differences between the two events as far as Oswald's actions and planning are concerned, there are also similarities that should be considered.",en,LJSpeech_single_speaker,LJ043-0174.wav,,real
020437.wav,डीएनए खंड का पृथक्करण एवं विलगन- प्रतिबंधन एंडोन्यूक्लिएज द्वारा डीएनए को काटने के परिणामस्वरूप डीएनए का खंडन हो जाता है|,hi,unknown,sample_20592,,real
013737.wav,मुझे एक प्रैक्टिस सेशन अच्छी तरह याद है जब अश्विन ने एक घंटे तक स्मिथ को लगातार लेग स्पिन गेंदें ही डाली थीं,hi,unknown,sample_13842,,real
008225.wav,रसोई में छींके पर सूअर का कुछ सूखा माँस टँगा हुआ था,hi,unknown,sample_8286,,real
004952.wav,"He had swallowed his pills as usual, at least Palmer had administered them",en,LJSpeech_single_speaker,LJ017-0097.wav,,real
000178.wav,The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that,en,LJSpeech_single_speaker,LJ001-0178.wav,,real
003934.wav,"This preference brought the costly stuff into disrepute, and its unpopularity lasted for nearly thirty years.",en,LJSpeech_single_speaker,LJ014-0170.wav,,real
000744.wav,"बीते रविवार को कण्वाश्रम में आयोजित कार्यक्रम के उपरान्त डॉ परूषोत्तम तहसीलदार, परिसर कोटद्वार पहुंचे।",hi,unknown,sample_748,,real
000990.wav,गावातील सर्व लहान-थोरांना अपराध करणाऱ्याचे नाव कळे.,mr,unknown,,female,real
009778.wav,शाहीन बाग़ उपद्रव के मुख्य साज़िशकर्ता शरजील इमाम को जहानाबाद से गिरफ्तार किया गया,hi,unknown,sample_9853,,real
007436.wav,शेठजींच्या मनात राजाविषयी वाईट विचार आला; म्हणून राजाच्या मनात त्याची प्रतिक्रिया उमटली.,mr,unknown,,male,real
018144.wav,मौसी अपने गाँव की ही नहीं बल्कि पूरे इलाके की आदर्श बेटी बन गई थीं| मैं बर्लिन में ही था कि यहाँ बहुत कुछ घट गया| जीवन के सभी समीकरण उलट-पुलट गए|,hi,unknown,sample_18279,,real
021347.wav,मुख्यमंत्री सर्वानंद सोनोवाल ने रविवार की शाम को डिब्रूगढ़ से सिलचर के बीच चलने वाली साप्ताहिक सिलचर एक्प्रेस को हरी झंडी दिखाकर रवाना किया,hi,unknown,sample_21503,,real
007763.wav,उदाहरण-मानव प्रोटीन का उपयोग इंफासीमा के निदान में होता है|,hi,unknown,sample_7821,,real
001508.wav,"दात पुढे म्हणाले, आता तू कुठलाही गरम किंवा गार पदार्थ खाल्ला की आम्हाला किती त्रास होतो माहिती आहे, जोरदार ठणका बसतो.",mr,unknown,,female,real
006473.wav,and to cure the abuses and the inequalities which had thrown that system out of joint.,en,LJSpeech_single_speaker,LJ023-0019.wav,,real
000903.wav,"The onus of improvement lay upon the magistracy, the local authorities administering local funds,",en,LJSpeech_single_speaker,LJ004-0032.wav,,real
002958.wav,आता मात्र त्या भुताने एक अतिशय वाईट व अक्षम्य असे काम केले आहे.,mr,unknown,,female,real
001861.wav,खुप वर्षापूर्वीची गोष्ट आहे.,mr,unknown,,female,real
016426.wav,कृपया कर क्या आप मुझे एक हजार रुपये उधार दे सकते हैं?,hi,unknown,sample_16549,,real
011044.wav,"He must be opposed to their basic foundations and representatives, end quote.",en,LJSpeech_single_speaker,LJ042-0168.wav,,real
014701.wav,इसके साथ ही भूमि एवं सागरों के कचरा सामग्री एवं मृत कार्बनिक सामग्री की अघटन प्रक्रियाओं के द्वारा भी कार्बन डाईआक्साइड की काफी मात्रा अपघटकों द्वारा छोड़ी जाती है|,hi,unknown,sample_14815,,real
006269.wav,"तेव्हा त्यांच्या सायकलची अवस्था पाहून तो 'साहेब, या सायकलची दुरूस्ती करणे अशक्य आहे' असं म्हणाला",mr,unknown,,male,real
002923.wav,"His hair, though gray, was thick, and lay smooth over his forehead.",en,LJSpeech_single_speaker,LJ011-0015.wav,,real
007451.wav,जब आरएनए पॉलीमरेज समापक किनारे पर पहुँच जाता है तब नवनिर्मित आरएनए व आरएनए पॉलीमरेज अलग हो जाते हैं| इसके परिणामस्वरूप अनुलेखन का समापन हो जाता है|,hi,unknown,sample_7508,,real
019818.wav,इस पद्धति द्वारा ऐतिहासिक सत्य तक पहुँचना संभव होता है; ,hi,unknown,sample_19966,,real
008166.wav,स्थूलदेहाचा अशक्तपणा वाढून मनाचे कार्यही व्यवस्थित होत नाही.,mr,unknown,,male,real
006211.wav,complain that all we have done is unnecessary and subject to great risks.,en,LJSpeech_single_speaker,LJ021-0170.wav,,real
013959.wav,"ऐसे संगम से जो संतति उत्पन्न होती है, उस संतति का मूल्यांकन किया जाता है तथा भविष्य में कराए जाने वाले संगम के लिए अत्यंत ही उत्तम किस्म के नर तथा मादा की पहचान की जाती है|",hi,unknown,sample_14066,,real
005407.wav,त्या आंध्रपुर गावात एका वाण्याचे घर होते.,mr,unknown,,male,real
011928.wav,"त्रुटिरहित, निर्विघ्न और फुलप्रूफ परीक्षा हो, इसके लिए हर स्तर पर विशेष एहतियात बरती जा रही है।",hi,unknown,sample_12019,,real
000294.wav,"मृदा की विभिन्न विशेषताएँ जैसे कि मृदा संघटक, कण-साइज और पुंजन मृदा के अंतःस्रवण तथा जलधारण क्षमता का निर्धारण करते हैं|",hi,unknown,sample_296,,real
012999.wav,ऐसा आक्षेप भी राष्ट्रवादी इतिहास लेखन करने वालों पर किया गया। ,hi,unknown,sample_13101,,real
013767.wav,फाइनल मुकाबले में मैरी कॉम की विरोधी खिलाड़ी किम ह्यांग मी काफी आक्रामक खिलाड़ी थीं और ये उनके खेल में भी साफ नज़र आया।,hi,unknown,sample_13872,,real
017672.wav,"आप अक्सर बड़ी मात्रा में मृत जीवों को, सड़ते हुए पादप व कभी-कभी सड़ते हुए जन्तुओं के रूप में देखते हैं| आप देखते हैं कि कुछ समय बाद वह विलुप्त हो जाते हैं|",hi,unknown,sample_17802,,real
000128.wav,"it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,",en,LJSpeech_single_speaker,LJ001-0128.wav,,real
015677.wav,असम के दलदली प्रदेश में एक सींग वाला गैंडा पाया जाता है| रेगिस्तान में जंगली गधे एवं ऊँट पाए जाते हैं|,hi,unknown,sample_15797,,real
021485.wav,"हाँ, वह हर साल सौ से अधिक संगीत समारोह में गाता है।",hi,unknown,sample_21642,,real
004526.wav,"All three after recapture passed on, as originally intended, to Leicester, where they did their ""bit"" and were released;",en,LJSpeech_single_speaker,LJ016-0112.wav,,real
006218.wav,पण मराठीतून राज्यकारभारात करावा म्हणून जिल्हाधिकाऱ्यांना पाठविण्यात आलेले परिपत्रक इंग्रजीतून काढण्यात आले.,mr,unknown,,male,real
011702.wav,शिवाजी महाराज इस बात का भी ध्यान रखते थे कि उनके सैनिकों से प्रजा को कोई कष्ट न पहुँचे । ,hi,unknown,sample_11789,,real
015605.wav,ट्रंप ने ओबामा के बड़े फैसले को बदल दिया। अब ट्रांसजेंडर्स की भर्ती सेना में नही होगी ।,hi,unknown,sample_15725,,real
003216.wav,ही रचना वाऱ्याच्या दिशेवर अवलंबून आहे.,mr,unknown,,female,real
015217.wav,"बखरों के चरित्रात्मक, वंशानुचरित्रात्मक, प्रसंग वर्णनात्मक, पंथीय, आत्मचरित्र पर, कैफियत, पौराणिक और राजनीति पर जैसे प्रकार पाए जाते हैं।",hi,unknown,sample_15336,,real
011762.wav,"where he had spent every previous weekend since his return from Mexico and his wife was once again calling into question his judgment,",en,LJSpeech_single_speaker,LJ045-0211.wav,,real
008820.wav,रामन म्यागससे अवॉर्ड से नवाजे जा चुके अरविंद केजरीवाल ने भाजपा के बारे में बयान दिया।,hi,unknown,sample_8888,,real
017752.wav,इस पारितोषिकों को पाने के लिए प्राणि आगंतुकों को परागकोश तथा वर्तिकाग्र के संपर्क में आना पड़ता है। ,hi,unknown,sample_17882,,real
021826.wav,यदि यह क्रियाकलाप सावधानीपूर्वक किया जाए तो यह देखा जाता है कि आपतन कोण सदैव परावर्तन कोण के बराबर होता है|,hi,unknown,sample_21990,,real
009882.wav,त्या वेळी मुलांना शिकण्यासाठी दूर अरण्यात एखाद्या ऋषीजवळ पाठवीत असत.,mr,unknown,,male,real
008385.wav,"त्या अशोकाच्या झाडावरील फुलांचा तुरा तोडून घेण्याची शबरीला अतिशय इच्छा झाली होती, तिने तीनतीनदा हात पुढे केले व आखडते घेतले.",mr,unknown,,male,real
017312.wav,"लायंस क्लब खरड़ द्वारा आयोजित इस रैली में हैंडरसन जुबली स्कूल,एपीजे पब्लिक स्कूल, इंडिया पब्लिक स्कूल,लिटिल ब्लौसम स्कूल, खालसा सीनीयर सैंकेंडरी स्कूल सम्मिलित थे।",hi,unknown,sample_17441,,real
010675.wav,दरअसल ये लड़की अपने एक्साम के दिन लेट हो गई थी।,hi,unknown,sample_10754,,real
005008.wav,"Probably the doctor had told her the story he brought forward when tried for bigamy, namely,",en,LJSpeech_single_speaker,LJ017-0153.wav,,real
010795.wav,'ए सूटेबल बॉय' के लेखक विक्रम सेठ ने बताया कि किताब लिखने पर सबसे बड़ा प्रभाव अठारहवीं सदी के चीनी उपन्यास 'द स्टोरी ऑफ द स्टोन' के पांच खंडों का रहा।,hi,unknown,sample_10875,,real
004544.wav,"The first intimation of his escape was afforded by the police, who informed the prison authorities next day that a rope was hanging down from the cook-house roof.",en,LJSpeech_single_speaker,LJ016-0130.wav,,real
013190.wav,"ये सीटें हैं बिजनौर, नगीना सुरक्षित, गौतमबुद्ध नगर, गाजीपुर, प्रतापगढ़, हमीरपुर, अमरोहा, आंवला, फर्रूखाबाद, कैसरगंज, लालगंज, श्रावस्ती और बस्ती।",hi,unknown,sample_13292,,real
003223.wav,"गौएँ गौशालाओं में दुबकी, गृहस्थों ने अंगीठी की शरण ली, और वृद्धों ने मोटे कंबल ओढ़े।",hi,unknown,sample_3245,,real
002931.wav,"A run upon the bank immediately followed, which was only met by a suspension of payment and the closing of its doors.",en,LJSpeech_single_speaker,LJ011-0023.wav,,real
020657.wav,इस सम्मेलन में महाराष्ट्र के मुख्यमंत्री देवेंन्द्र फडणवीस भी उपस्थित होंगे,hi,unknown,sample_20812,,real
001549.wav,सकाळी काढलेले चित्र तिने फाडून टाकले.,mr,unknown,,female,real
002966.wav,ते वयांत आले तोपर्यंत त्यांच्या कुटुंबाची प्राप्ती आणखी जास्तच वाढली.,mr,unknown,,female,real
005901.wav,फाँसी की सजा की समाप्ति की दिशा में यह फ़ैसला एक ऐतिहासिक पहल है।,hi,unknown,sample_5942,,real
008733.wav,"About 1 week after the return from New Orleans,",en,LJSpeech_single_speaker,LJ032-0255.wav,,real
005187.wav,"माना आपके पास दो समान दिखने वाले डिब्बे हैं, एक लकड़ी से निर्मित और दूसरा धातु से|",hi,unknown,sample_5223,,real
000185.wav,printed books might once again illustrate to the full,en,LJSpeech_single_speaker,LJ001-0185.wav,,real
021143.wav,बेल के ताज़े पत्तो को को चटनी की भाँती पीसकर दंशित स्थान पर बांधे,hi,unknown,sample_21299,,real
001095.wav,"जरी त्या रानटी लोकांना प्रथम प्रथम विशेष समजत नसे, तरी त्या पावन वातावरणाचा, ऋषींच्या व्यक्त्तिमाहात्म्याचा त्यांच्या मनावर संस्कार झाल्याशिवाय राहत नसे.",mr,unknown,,female,real
008370.wav,Vice President Johnson at Parkland,en,LJSpeech_single_speaker,LJ031-0125.wav,,real
009323.wav,"Shelley and Lovelady, at a fast walk or trot, turned west into the railroad yards and then to the west side of the Depository Building.",en,LJSpeech_single_speaker,LJ035-0138.wav,,real
003835.wav,एक शे एक्कावन्न स्वातंत्र्य म्हणजे संयम स्वैराचार नव्हे.,mr,unknown,,female,real
000715.wav,इटली के पाँपेई शहर में हुए उत्खनन में एक भारतीय हस्तिदंत से बनाई हुई गुड़िया पाई गई|,hi,unknown,sample_719,,real
000373.wav,"इसके बाद सीमा सहाय, मन्जू गुप्ता और बिन्दू ने हरे रामा पनिया सावन में घिर आई बदरिया गीत पर नृत्य किया।",hi,unknown,sample_375,,real
