audio_file,text,language,speaker,gender
001175.wav,"उगीच कोणाला दुखवू नकोस, कोणाची हिंसा करु नकोस.",mr,unknown,female
007050.wav,ही शुद्धता डब्ल्यूएचओच्या मापदंडांनुसार मोजली जाते.,mr,unknown,male
001832.wav,एका सापाच्या डोक्यावर एक गांधीलमाशी बसली व दंश करून ती त्याला सतावून सोडू लागली.,mr,unknown,female
008867.wav,"टीनाच्या आईला कळल्यावर आई म्हणाली, टीना, अग तुला गौरीला मदत करायला हवी, तुला जर एखादी गोष्ट येत नसेल तर तू तिला समजावून द्यायला हवीस.",mr,unknown,male
006551.wav,लालन सारंग यांचे रंगभूमीवरील योगदान काय?,mr,unknown,male
010439.wav,मनुष्य जन्मतो त्याच्यापूर्वीच त्याचे शिक्षण सुरू झालेले असते.,mr,unknown,female
001782.wav,"जे आपल्या मित्रावरही हात टाकायला नि त्याचा दुरूपयोग करायला कचरत नाहीत, त्यांच्यापासून सावध राहून नेहमी चार हात दूर असणे बरे!",mr,unknown,female
003202.wav,त्या दिव्यांपासून शरीराला अपायकारक असे कोणतेही वायू उत्सर्जित केले जात नाहीत.,mr,unknown,female
000199.wav,"परमात्म्या, तुझी कृपा म्हणून अर्धे छप्पर अजूनही आहे.",mr,unknown,female
006866.wav,आक्रोश-द क्राय लघुपटाचे कऱ्हाड परिसरात चित्रीकरण,mr,unknown,male
004088.wav,"पण मी, अरविंद आणि सखाराम भावे यांनी जिद्द सोदली नाही.",mr,unknown,female
000549.wav,"तो शाप खोटा होणार नाही, तरी तुम्ही तोपर्यंत पुण्यकृत्ये करुन ईशचिंतनात काळ घालवावा!",mr,unknown,female
003340.wav,थॉमसनला त्याच्या शोधाबद्दल एकोणीस शे सहा सालचे भौतिक विभागाचे नोबेल पारितोषिक देण्यात आले.,mr,unknown,female
010329.wav,"जरी त्या रानटी लोकांना प्रथम प्रथम विशेष समजत नसे, तरी त्या पावन वातावरणाचा, ऋषींच्या व्यक्त्तिमाहात्म्याचा त्यांच्या मनावर संस्कार झाल्याशिवाय राहत नसे.",mr,unknown,female
006595.wav,"त्या म्हणाल्या, येथील व्यवस्थेचे नियोजन महापालिका ठेक्‍याद्वारे करते.",mr,unknown,male
006836.wav,कुणबी समाजोन्नती संघाची पतसंस्था सुरू करून चांगली सुरवात केली आहे.,mr,unknown,male
005729.wav,"पाश गळ्यातील तुझा, सोडवू कसा मी",mr,unknown,male
002533.wav,ते पाहून नारद जास्तच चिडला आणि पर्वताबरोबर तो अंबरीषावर संतापला.,mr,unknown,female
002315.wav,नंतर त्याने भरतावर प्रश्नांची जणूं कांही सरबत्तीच लावली -;.,mr,unknown,female
008015.wav,स्त्रिया बाजरीची भाकरी व गवारीच्या शेंगाची भाजी खाऊन उपवास सोडतात.,mr,unknown,male
009047.wav,आपल्या शत्रूंना जिवंत ठेवण्यापेक्षा काही लोक त्यांच्याबरोबर स्वत:चाही मृत्यु झालेला पत्करतात.,mr,unknown,male
007915.wav,"मनू म्हणाला, `अरे हो ! यज्ञात उरलेल्या धनावर हक्क रुद्राचाच असतो, हे माझ्या लक्षातच नव्हते.",mr,unknown,male
000067.wav,"त्यासाठी रस्त्यात जो दगड येईल तो घ्यायचा, गळ्यातल्या साखळीला लावायचा आणि फेकून द्यायचा.",mr,unknown,female
004713.wav,कित्येक ऋषी व मुनी पण रामाबरोबर चालत होते.,mr,unknown,male
003261.wav,"पर्यावरणातील असमतोल व पर्यायाने घडत चाललेले अनेक प्रयोग, यातून मनुष्याची जीवनशैलीच आमूलाग्र बदलत आहे.",mr,unknown,female
002573.wav,"त्यांना इंद्राचा मत्सर वाटत होता, म्हणून त्यांनी तीन मस्तकांच्या विश्वरूपाची निर्मिती केली.",mr,unknown,female
006868.wav,मागील वर्षभरापासूस ते कधीच पोहोयला गेले नव्हते.,mr,unknown,male
008162.wav,जिवाचा अन्नमयकोष आणि प्राणमयकोष यांना शक्ती पुरवण्याचे कार्य अन्न करते.,mr,unknown,male
000623.wav,त्याने सत्यकामाला ईश्वर म्हणजे काय ह्याचा एक चौथा भाग ज्ञान शिकविले.,mr,unknown,female
001682.wav,"एक छोटसं पण काठोकाठ भरलेलं तळ होतं, तळयात सुळसुळणारे मासे होते.",mr,unknown,female
000788.wav,"तसेच त्यात फाइबर, विटामिन आणि खनिज असतात.",mr,unknown,female
003333.wav,काही वर्षाने महाराष्ट्र शासनाच्या उच्च शिक्षण विभागाने मराठी विज्ञान परिषदेस संशोधन आणि सांस्कृतिक कार्य करणारी संस्था म्हणून मान्यता दिली.,mr,unknown,female
010426.wav,त्याचे पुढचे बरे-वाईट जीवन त्याच्या आईबापांवर अवलंबून असते.,mr,unknown,female
010683.wav,मोंटू तू आमची नीट काळजी न घेतल्यामुळे बघ काय झाले.,mr,unknown,female
003281.wav,त्यामुळे गारवा येतो व घरातील बांधकाम घटकही थंड होतात.,mr,unknown,female
005710.wav,चिल्लरवरून फिरत राहतो पुरून घेतलेल्या साधूचा हात,mr,unknown,male
008501.wav,"सुचतो आहे का तुम्हाला एखादा उपाय, तो गोसावी याप्रमाणे म्हणताच त्या चतुर प्रधानाच्या मनात काहीतरी कल्पना आली.",mr,unknown,male
004915.wav,चैत्र शुक्ल नवमी रामनवमी म्हणून कोशल राज्यभर आनंदोत्सवाने साजरी होत असताना तिसरा चैत्र आला.,mr,unknown,male
009476.wav,ज्याला भेटायला आलो तो अजून आला नाही म्हणून मी त्याला फोन लावला.,mr,unknown,male
008541.wav,"आपल्या कारपेक्षाही खूप छान, मलाही तशीच स्कूटर हवी आहे, घेऊन दे ना, नीताने हटट केला.",mr,unknown,male
000479.wav,"नंतर “नारायण नारायण” म्हणत नारदमुनी थेट बदरिकाश्रमात गेले, तेथे त्यांनी ऋषिमुनींच्या सभेत तो प्रश्न मांडला.",mr,unknown,female
007783.wav,"ती एक दासी होती, तिला ना जात ना गोत !",mr,unknown,male
010869.wav,"मुलं बागेत खेळायची, कारंज्यात भिजायची, मजा करायची.",mr,unknown,female
002648.wav,जन्मभूमीपेक्षां जास्त प्रिय आणखी काय असणार?,mr,unknown,female
006089.wav,सचिवालयाचे मंत्रालय झाले तरी राज्यकारभार सचिवांकडूनच चालतो.,mr,unknown,male
006189.wav,नव्या पिढीणे खस्ता खाल्ल्या नाहीत व त्यांना झगमगाट दिसतो आहे.,mr,unknown,male
001034.wav,"माझे हात कोणाच्या उरात भोकसतील का सुरा, सुंदर वस्त्र विणणारे हे हात, ते का कोणाचं जीवनवस्त्र कापून टाकतील.",mr,unknown,female
005652.wav,लाटाच लाटा आणि समुद्र टिंगल करतोय पुन्हा पुन्हा,mr,unknown,male
002599.wav,चिंचोना नावाच एक झाड त्या पाण्याच्या जवळ उगलेलं होतं.,mr,unknown,female
004996.wav,त्या विचित्र याचकाला दिलेला शब्द त्याला पाळायचा होता.,mr,unknown,male
006748.wav,शिवभक्त लोकआंदोलन समितीतर्फे युवराज संभाजीराजे छत्रपती यांच्या नेतृत्वाखालील शिष्टमंडळाने निवेदन दिले.,mr,unknown,male
005482.wav,हा दोन्ही बाजुंनी खेळला जातो व त्यात अमुक क्लिष्ट नियम असतात.,mr,unknown,male
000345.wav,एका गावात एक विधवा स्त्री राहत असे.,mr,unknown,female
004903.wav,त्याच वेळी भृगु महर्षी कोठून तरी आले आणि जमदग्नी ऋषींच्या आश्रमात गेले.,mr,unknown,male
001872.wav,"घोडयावरून खाली उतरताना घोडेस्वार वृध्दाला म्हणाला, बाबा एवढया कडाक्याच्या थंडीत नदी कडेला तुम्ही किती वेळ बसला होतात.",mr,unknown,female
008047.wav,सर्व देवतांची सुटका झाली व लक्ष्मीचे वर्चस्व अबाधित झाले.,mr,unknown,male
006028.wav,"खेड्यापाड्यातली रांगडी आणि अशुद्ध, अपभ्रंश असलेली भाषा असते.",mr,unknown,male
003987.wav,"हिच्या सेवनाने जीर्ण ज्वर, पंडुरोग, गुल्म, उदर, अग्निमांद्य, खोकला, अशक्तता व वातरोग दूर होतात.",mr,unknown,female
010514.wav,"सध्याच्या जगाला लांडीलबाडी व प्रत्येक क्षेत्रातील जीव घेणी स्पर्धा, या दोन गोष्टींनी ग्रासलं आहे",mr,unknown,female
002889.wav,आता लंगडा सैनिक व अधिकारी झाडीमधे लपत पळून जाऊं लागले.,mr,unknown,female
004624.wav,आश्रमात परत गेल्यानंतरही ते त्याचाच विचार करीत राहिले.,mr,unknown,male
004819.wav,असे म्हणून आपल्या लांब सोंडेने पार्वती व परमेश्वराच्या पायांना विळखा घातला व आपल्या डोळ्यांना स्पर्श करुन नमस्कार केला.,mr,unknown,male
000221.wav,शेठजी चंदनाच्या लाकडांचा व्यापारी होता.,mr,unknown,female
010064.wav,"’नमो नारायणाय’ असा जप करून त्याने तपाला सुरवात केली, हे पाहून सर्व देव आश्चर्यचकित झाले.",mr,unknown,male
005805.wav,या दिवशी तीळगुळ मोठ्यांनी लहानांस द्यावा अशी वहिवाट आहे.,mr,unknown,male
009125.wav,"मग हे रोजचंच झालं, गुरूदेव आपलं गुरूकुल म्हणजे ही पर्णकुटी आणि मोकळं मैदान, जंगलं ही आपली पाठशाळा.",mr,unknown,male
009071.wav,त्याला नदी पार करायची होती तेवढयात त्याला घोडयांच्या टापांचा आवाज ऐकू आला,mr,unknown,male
006909.wav,रंकाळ्यात वाढणारी जलपर्णी ही सॅल्वेनिया मोलॅसटो या प्रकारची आहे.,mr,unknown,male
005287.wav,मी तुझ्या भल्यासाठीच सांगतो आहे कारण मी तुझा हितचिंतक आहे.,mr,unknown,male
004017.wav,सतरा शे नव्वद च्या सुमारास बॉम्बे गॅझेट प्रेस व बॉम्बे कुरिअर प्रेस अस्तित्वात आले.,mr,unknown,female
009073.wav,"घोडेस्वार नदी जवळ आले, एकएक करून सर्वजण नदी पार करू लागले.",mr,unknown,male
004249.wav,बाजीप्रभुंजवळ चाळीस ह्यासाठि की पावनखिंडिचा भाग दुर्गम होता.,mr,unknown,female
010026.wav,तरीपण त्याने परत जाऊन मनूचे म्हणणे त्याला सांगितले.,mr,unknown,male
007799.wav,इतक्यात गौतमांनी आपले डोळे उघडले आणि शांतपणे सगळीकडे नजर फिरविली.,mr,unknown,male
009186.wav,"विद्यार्थ्यांनी आपल्या खाऊचे पैसे, रूपये आणून मुख्यध्यापकांजवळ दिले.",mr,unknown,male
005973.wav,अजून डोक्यावर पाटी घेऊन चारचार मैल चालत होत.,mr,unknown,male
007761.wav,तेथे व्यासपुत्र शुकमुनींची स्वारी आली.,mr,unknown,male
004242.wav,मानुषी घराच्या आणि कंपाउंडच्या भिंतीच्या मधल्या जागेत एका मांजरीने पिल्लं घातली.,mr,unknown,female
009906.wav,"अरे, बघशील तर ते ध्यान! असे हेटाळणीचे शब्दही सत्यकामाच्या कानी आले.",mr,unknown,male
009959.wav,"पण भगवन्, आपल्या तोंडून ते ज्ञान पुन्हा ऐकावे अशी माझी इच्छा आहे.",mr,unknown,male
005899.wav,"मैत्री म्हणजे सदृढ स्वच्छ काया, जि मित्रावर करते आईप्रमाणे माया",mr,unknown,male
002882.wav,शहाण्याला अशक्यप्राय गोष्टही शक्य करता येते.,mr,unknown,female
001678.wav,मुलांसाठी खेळायला मस्त प्रशस्त बाग होती.,mr,unknown,female
008674.wav,"एके दिवशी घरी आल्यावर आई झोपलेली होती, तो घाईने आई जवळ गेला.",mr,unknown,male
000902.wav,"हे प्रदूषण असेच चालू राहिले, तर जीवसृष्टी नष्ट होण्याचा निश्चित धोका निर्माण झाला आहे.",mr,unknown,female
008385.wav,"त्या अशोकाच्या झाडावरील फुलांचा तुरा तोडून घेण्याची शबरीला अतिशय इच्छा झाली होती, तिने तीनतीनदा हात पुढे केले व आखडते घेतले.",mr,unknown,male
002297.wav,"लक्ष्मण त्याचे सखे, मित्र, सर्वांचा निरोप घेऊन व वशिष्ठ मुनींकडून शस्त्रास्त्रे घेऊन आला.",mr,unknown,female
010781.wav,"स्पर्धेसाठी खास त्याच्या बाबांनी त्याला नवीन रंगपेटी बक्षीस दिली होती, पण आज भुवनने वेगळाच निश्चय केला होता.",mr,unknown,female
006741.wav,ब्रॅड हॉगने प्रत्येक सामन्यात ठसा उमटवला व सातत्य राखले.,mr,unknown,male
000297.wav,"त्यालावाटले, महाराज त्याच्या स्वागताला बाहेर येतील.",mr,unknown,female
009623.wav,"काही अंतरावर गेल्यानंतर लोकांचे बोलणे ऐकू आले, किती मूर्ख आहेत हे लोक ?",mr,unknown,male
004154.wav,असे सगळेमाहीत असलेले पण तरीही परत्एकदा पाहील्यावर वेगळे वाटते.,mr,unknown,female
005289.wav,त्यांपैकीं एक जखमी झाला आणि लंगडत लंगडत इतर सैनिकांच्या पाठोपाठ येऊ लागला.,mr,unknown,male
000028.wav,देवळाच्या भिंती आणि छप्पर हलू लागले.,mr,unknown,female
010541.wav,"देवाने माणसाला विचारले, तू तुझे हे शेत कधी नांगरले.",mr,unknown,female
010644.wav,रोज शाळा सुटल्यावर भूक लागल्यामुळे चिन्मय धावतच घरी यायचा.,mr,unknown,female
008006.wav,या दिवशी गाईची पाडसासह संध्याकाळी पूजा करतात.,mr,unknown,male
008070.wav,बंधू-भगिनींचा प्रेमसंवर्धनाचा हा दिवस आहे.,mr,unknown,male
003249.wav,वाढत्या शहरीकरणामुळे शहरातील वाहतूक समस्या दिवसेंदिवस बिकट होत चालली आहे.,mr,unknown,female
008690.wav,"आईच्या जवळ जाऊन तिला म्हणाला, आई मला माफ कर, तू आमच्यासाठी किती कष्ट घेतेस.",mr,unknown,male
007278.wav,"कधी आई- वडिलांच्या रूपाने, तर कधी भाऊ-बहिणींच्या नात्याने, तर कधी मित्राच्या मैत्रिणीच्या नात्याने, तर कधी प्रेयसीच्या नात्याने.",mr,unknown,male
002581.wav,"उदाहरणार्थ, ते बोम्बे युनिवर्सिटीत सिंडिक ऍंड डीन ऑफ आर्ट्स ह्या पदावर होते.",mr,unknown,female
010924.wav,"धनगर मात्र बेसावध होता आणि मुख्य म्हणजे, त्या लांडग्यावर विश्वासून होता.",mr,unknown,female
010324.wav,आश्रमात हरिणमयूरादी सुंदर पशुपक्षी पाळलेले होते.,mr,unknown,female
006792.wav,अल्पबचतगटांसारखी संकल्पना शेतीच्या विकासासाठी राबविता येईल.,mr,unknown,male
001371.wav,आता पृथ्वीवर बारा तासांनी अंधार व्हायला लागला.,mr,unknown,female
010783.wav,त्याने आपली नवीन रंगपेटीही वर्गातल्या मुलांना वापरायला दिली.,mr,unknown,female
008311.wav,"घरात बसून राहणे तिला कधीच आवडत नसे, घडीची म्हणून तिला उसंत माहीत नसे.",mr,unknown,male
006518.wav,गौतम बुद्धांना सम्यक संबुद्ध म्हटले जातं.,mr,unknown,male
005688.wav,ठळक बातम्या ऐकतानाही माझ्याच मूळव्याधीचा ध्यास मला,mr,unknown,male
000682.wav,आपल्या पूर्वजांचा कलंक धुऊन टाकला.,mr,unknown,female
010191.wav,प्राणमयकोषाचा मनोमयकोषावर परिणाम होतो.,mr,unknown,female
004776.wav,सूतमुनी नारदाच्या तपश्चर्येची कथा सांगू लागले: पूर्वी नारद एका दासीच्या पोटी जन्मला.,mr,unknown,male
003160.wav,आठ्वड्याच्या बाजारासाठी वा नाटक- सिनेमा पाह्ण्यासाठी खेडेगावातील लोक शहरात यायचे.,mr,unknown,female
002988.wav,वयाने मोठा झाल्यानंतर पांचशे बैलगाड्यांवर माल लादून पूर्वेपासून पश्चिमेला जाई.,mr,unknown,female
001883.wav,भगवान वेद व्यास हे फक्त प्रज्ञावान ऋषीच नसून एक महान वैज्ञानिक व महान शास्त्रज्ञ होते.,mr,unknown,female
010805.wav,होता होता तो दिवस उजाडला आणि सारी मुले सकाळी ठीक सात वाजता शाळेत हजर झाली.,mr,unknown,female
001941.wav,"असं वाटलं, का मी हीन कुळातला आहे, पण जेंव्हा तुम्ही अंगठा मागितलात ना, तेंव्हा मला सामोरं आलंच नाही, कुठलंही द्वंद्व, कुठलेही प्रश्न, किंवा कुठल्याही समस्या.",mr,unknown,female
003297.wav,या गोट्यांच्या चौकटींत दहा-दहा गोट्यांच्या ओळी ओसत.,mr,unknown,female
003535.wav,स्वयंपाकघरातले अनेक अपघात पदर स्टोव्हवर किंवा शेगडीवर पडून होतात.,mr,unknown,female
003730.wav,मराठीमाती संकेतस्थळाचे सर्व दुवे शोधण्यासाठी मराठी साईट मॅप पाहा,mr,unknown,female
007485.wav,"राजाला आपले शौर्य, राज्य, ऐश्वर्य आणि कर्तृत्व इत्यादी गोष्टींचा अभिमान होता.",mr,unknown,male
001182.wav,ब्रह्मचर्याश्रम सोडून गृहस्थाश्रमात तू आता प्रवेश कर; विवाह करुन सुखाने नांद.,mr,unknown,female
001376.wav,त्यासाठी मग त्याने शांत आणि शितल असणार्या चंद्रदेवाला पृथ्वीवर येण्याची विनंती केली.,mr,unknown,female
007941.wav,"त्याचे शीर आकाशात उडाले, तर धड पश्‍चिम समुद्राकडे पळू लागले.",mr,unknown,male
005494.wav,"मराठी लेख, कविता आणि साहित्य पाठविण्यासाठी आम्हाला संपर्क करा.",mr,unknown,male
000627.wav,"वाटेत संध्याकाळ झाली तेव्हा त्याने गायी बांधल्या, अग्नी पेटविला व तो त्यात समिधा टाकू लागला.",mr,unknown,female
004759.wav,"म्हणूनच तो 'आई, 'आई असे बडबडत होता खरा.",mr,unknown,male
002113.wav,"मानवता हाच खरा धर्म, पण हाच धर्म इतर पाळत नाहीत, बाई उत्तरल्या.",mr,unknown,female
008919.wav,"तुला चांगलं स्वच्छ करतो आणि पुढच्या उन्हाळयासाठी तुझ्यावरच्या विहिरी, तळं भरून ठेवतो.",mr,unknown,male
004900.wav,"वामनाने त्रिविक्रम रूप घेऊन आकाशाला व्याप्त केले होते, त्याचे स्मरण म्हणून आकाशदीपम्हणजे आकाशकंदील लावतात.",mr,unknown,male
007887.wav,आपल्या पूर्वजांचा कलंक धुऊन टाकला.,mr,unknown,male
007473.wav,"त्यावर कूत्तन म्हणाला, तुझ्यापुढे मी काजवा आहे.",mr,unknown,male
004181.wav,काल शेहचाळीसव्या ओव्हरपासून शेवटपर्यंत एका मित्राला फोनवरून स्कोअर सांगत होतो.,mr,unknown,female
008308.wav,या भिल्ल राजास एक पाचसहा वर्षांची मुलगी होती.,mr,unknown,male
005364.wav,फुनचोकच्या बायकोने दिलेल्या चांग सरबताचा घोट घेऊन त्याने पुढे कहाणी सांगायला सुरवात केली.,mr,unknown,male
001463.wav,रोज शाळा सुटल्यावर भूक लागल्यामुळे चिन्मय धावतच घरी यायचा.,mr,unknown,female
002888.wav,वीरसिंहच्या सैनिकांपैकी तिघेजण समरबाहूच्या अनुयायांसमोर टिकू शकले नाहीत आणि जमिनीवर पडले.,mr,unknown,female
005644.wav,सैल करतात मैदानावर पालकांचा धाक हरवलेली दप्तरं,mr,unknown,male
000685.wav,वडील भाऊ गुरूच्या घरी राहून वेद शिकून आले होते.,mr,unknown,female
004540.wav,सस्त्यातलं करुन झालय मागेच आता फस्टक्लास फर्स्ट येण्याजोगं करायचय.,mr,unknown,female
004515.wav,खर म्हणजे मला झुबकेदार शेपटीची कुत्री आवडतात.,mr,unknown,female
010051.wav,शंकरांनीही त्रिशूळ पोटात खुपसून त्याला मारण्याचा प्रयत्न केला.,mr,unknown,male
008631.wav,मिठू घरात फिरुन आली की घरट्यात जाऊन बसायची.,mr,unknown,male
001367.wav,"बाई कौतूकाने म्हणाली, आजच झाला.",mr,unknown,female
003917.wav,आपण आकाशांत उड्डाण करून त्याच्या जवळ आली.,mr,unknown,female
010728.wav,"रंगाचे पैसे खर्च करणे आपल्याला शक्य नाही, तसे ही हातामुळे मंजूला फार काळ चित्रकला करता येईल असे मला वाटत नाही.",mr,unknown,female
002640.wav,या जंगली जमातींमध्ये गण्डकमृग नांवाची एक जमात होती.,mr,unknown,female
010359.wav,मुलीला पोटाशी धरुन नंतर राजा निघून गेला.,mr,unknown,female
009899.wav,नंतर सत्यकाम गुरूच्या शोधाकरिता अरण्यात हिंडत असता गौतम ऋषींच्या आश्रमात आला.,mr,unknown,male
007020.wav,"दरम्यान, जवळील सत्तर बकऱ्या विकून त्यांनी शेतात विंधनविहीर केली होती.",mr,unknown,male
002301.wav,रथ दृष्टीआड होईपर्यंत सर्वजण तेथेच बसून राहिले.,mr,unknown,female
004788.wav,राजकर्त्यांच्या निरंकुश कारभारामुळे प्रजेचा वाली कोणी राहिला नाही.,mr,unknown,male
002939.wav,"‘किती इमानदार माणूस आहे, नाही तर इतक्या उन्हांत घाम गाळून याने झाडांना पाणी लावले असते कां?",mr,unknown,female
006865.wav,एकूणच या कारवायांचा जगाच्या तीनचतुर्थांशहून अधिक भागाला धोका निर्माण झाला आहे.,mr,unknown,male
009487.wav,"बऱ्याच दिवसांच्या टाइम पास नंतर, आज इथे तिला प्रत्यक्ष पहायचं होत.",mr,unknown,male
006055.wav,इथून बाहेर पडणारी मंडळीच सर्व वरिष्ठ नोकऱ्यांमध्ये दिसतात.,mr,unknown,male
001980.wav,निवेदनाला योग्य प्रतिसाद मिळून अवघ्या दोन तीन दिवसात पुरेसा निधी गोळा झाला.,mr,unknown,female
003804.wav,पाच शे बावीस असत्याचा विजय झाला तरी तो क्षणभंगूर असतो.,mr,unknown,female
004535.wav,"स्फुल्लिंग चेतवणे, जागृत करणे प्रज्ज्वलित करणे ?",mr,unknown,female
008279.wav,दंतकथांमधून इतिहास निर्मावा लागतो.,mr,unknown,male
005222.wav,"दाऊद म्हणाला की, बादशहाचं मन बिरबलाविषयी कलुषित करायला हवे.",mr,unknown,male
005507.wav,"विफल आयुष्याची माझ्या, मी पाने चाळताना",mr,unknown,male
005704.wav,जागरण करून करून बागडलो मित्रांच्या ओसरीवर,mr,unknown,male
009500.wav,"ते दोघेही त्यांचं स्वतंत्र जीवन आपापल्या पद्धतीने जगायला काहीच दिवसांत सज्ज असतील, असे मी घडवून दाखवेल.",mr,unknown,male
004801.wav,श्रीमतीने विष्णूचे स्मरण केले त्याबरोबर विष्णु प्रकट झाला.,mr,unknown,male
002281.wav,राज्य कारभाराचा त्याने अनुभव घेतला आहे.,mr,unknown,female
005350.wav,इतकं काम केल्यानंतर साहजिकच तिचे कपडे विरुन फाटत.,mr,unknown,male
007062.wav,"शबरीमला, गुरुवायूर या प्रसिद्ध देवस्थानातही शेकडोंच्या संख्येने हत्ती आहेत.",mr,unknown,male
004470.wav,अठरा शे एक्क्याण्णव मध्ये त्यांनी फर्ग्युसन कॉलेजात गणित शिकवायला सुरुवात केली.,mr,unknown,female
008028.wav,अशा प्रकारे तिने राजकुमाराचे प्राण वाचवले.,mr,unknown,male
004131.wav,जावेद खानने आपला वरीष्ठ अधिकारी राठोडची हत्या केलेली असते.,mr,unknown,female
007884.wav,संगीताची जोड दिल्याखेरीज नुसते मंत्र पाठ करण्यात अर्थ नाही हे त्याने शोधून काढले.,mr,unknown,male
010732.wav,आईने आश्चर्याने तिला त्याबद्दल विचारले.,mr,unknown,female
001785.wav,"त्याला वाटले, मजुरांपैकी कोणी ते चोरले असावे.",mr,unknown,female
003183.wav,पुननिर्मित होणाऱ्या ऊर्जेचे सर्वात महत्त्वाचे साधन म्हणजे जैविक ऊर्जा.,mr,unknown,female
000495.wav,शमीक ऋषी मात्र ध्यान-धारणेत मग्न होऊन आश्रमातच बसले होते.,mr,unknown,female
005581.wav,प्रत्येकास काय हवेनको ते पानात वाढुन घेतले जाते.,mr,unknown,male
008521.wav,"वधूपिता परराज्यातून उडून आलेल्या वरपित्याला म्हणतो आहे, शंभरच काय घेऊन बसलात.",mr,unknown,male
005016.wav,पण त्यावेळेस त्या प्रदेशात दुष्काळ पडला.,mr,unknown,male
002861.wav,तसे असेल तर तू अतिशय सावध असायला हवेस.,mr,unknown,female
007979.wav,पक्षी झाडावर घरटी बांधतात आणि घोट्या छोट्या पिल्लांना त्यात ठेवतात.,mr,unknown,male
004042.wav,अन माझं नाव मेंबर लिस्ट मध्ये दिसत नाही.,mr,unknown,female
008418.wav,बाहेर आल्यावरही आईच्याच सान्निध्यात त्याचा लहानपणी तरी बहुतेक वेळ जातो.,mr,unknown,male
002898.wav,क्वागा मार्गदर्शक होती तर चिनी हत्ती माझ्याबरोबर एकतर्फी संवाद करीत होता.,mr,unknown,female
000367.wav,पुढे काही दिवसांनी तिन्ही सांजेच्या वेळी तो रानातून परतत असतांना त्याला वाघाची डरकाळी ऐकू आली.,mr,unknown,female
000850.wav,बळीराजाची दानशूरता पाहून वामनाने त्याला पाताळीचे राज्य दिले.,mr,unknown,female
009187.wav,"एक हस्तलिखित निवेदन त्यांनी काढलं, इतर वर्गातूनही निधी जमला.",mr,unknown,male
005334.wav,"जिथे जाईन, तिथे मी सांगीन त्या किंमतीला माल विकून टाकता येईल.",mr,unknown,male
006465.wav,शिक्षण ही विकासाची खरी गंगोत्री असल्याने सर्वांगीण विकासासाठी शिक्षण महत्त्वाचे आहे.,mr,unknown,male
007851.wav,"पण भगवन्, आपल्या तोंडून ते ज्ञान पुन्हा ऐकावे अशी माझी इच्छा आहे.",mr,unknown,male
002654.wav,येवढ्यांत ती भयानक राक्षसीण झोपलेल्या चोरांवर तुटून पडली.,mr,unknown,female
003504.wav,"कुपोषणाने आरोग्य बिघडते, कार्यक्षमता कमी होते आणि शालेय प्रगती खुंटते.",mr,unknown,female
001542.wav,"चित्र पाहताच आईने आनंदाने मंजूला जवळ घेत म्हटले, मंजू, तुझ्या हातात कला आहे, त्याला अधिकाधिक वाढवायचा प्रयत्न कर.",mr,unknown,female
005020.wav,आणि वेताळाने सत्यकीर्तिची पुढील गोष्ट सांगितली.,mr,unknown,male
009718.wav,"तेव्हा वीरमती म्हणाली, माझा तुमच्याशी विवाह होणार होता आणि मीही मनाने तुम्हालाच वरले होते.",mr,unknown,male
000323.wav,हा कृष्णराव अतिशय स्वार्थी आणि लोभी होता.,mr,unknown,female
002032.wav,"बारा वाजे पर्यंत हिंडला, काम मिळेना, पोटात कावळे कोकलायला लागले.",mr,unknown,female
000814.wav,लग्नानंतर चवथा दिवस हा तो मृत्युमुखी पडण्याचा दिवस असतो.,mr,unknown,female
002529.wav,"शेष अंशाने तप्तसुवर्णकांतियुक्त लक्ष्मण, व चक्रगदेच्या अंशाने पोवळ्यासारख्या विद्रुमकांतीने युक्त शत्रुघ्न, सुमित्रेच्या उदरी जन्मले.",mr,unknown,female
010266.wav,"विनू, तुझ्या डोळ्यांनाही मी खुनीच दिसतो का, तुझं मत सांग, तुझ्या मताची मला किंमत आहे.",mr,unknown,female
005381.wav,आपल्या वडिलांच्या गैरहजेरीत तेजीमालाचे हाल पहावत नसत.,mr,unknown,male
010072.wav,"दानवांना कोणी शासक राहिला नाही, देवांना असुरांची भीती राहिली नाही.",mr,unknown,male
001080.wav,"हळूहळू या वैराग्यशील, ध्यानधारणासंपन्न, निष्पाप अशा ऋषींच्या साध्या राहणीचा व सुंदर आचरणाचा परिणाम या दंडकारण्यातील लोकांवर होऊ लागला.",mr,unknown,female
002227.wav,त्याची प्रवेश द्वारे वीस मीटर उंच आहेत कुंबथडी मंडपम मध्ये शंकरासह अनेक देव देवतांच्या तसेच ऋषीमुनींच्या प्रतिमा आहेत.,mr,unknown,female
010006.wav,इथून जवळच अंगिरस ऋषींनी यज्ञ चालविला आहे.,mr,unknown,male
006736.wav,"या दाव्यात कितपत तत्थ्य आहे, हा विषय वेगळाच.",mr,unknown,male
002706.wav,"राजन्, मी वारंवार समजावून सांगून देखील तू आपला हेका सोडीत नाहीस व निष्फळ कष्ट उपसतो आहेस.",mr,unknown,female
008205.wav,"धाकटी बहीण होती, तेव्हा तिच्यासाठी तो विणी, पैसे मिळवून बहिणीला नटवी.",mr,unknown,male
